Q,A,label
만난 지 200일 됐어,알콩달콩 사랑 할 때 네 요 ,2
만난 지 세 달 만에 결혼 가능함 ?,만난 시간 이 중요하지 않아요 ,2
만난 지 얼마 안 됐는데 결혼 해도 될까 ?,오래 만나고 알 면 좋겠지만 살면서 알아봐도 괜찮아요 ,2
만난 지 얼마 안 됐는데 고백 받았어,정말 좋아했나 봐요 ,2
만난 지 얼마 안 됐는데 고백 했어,정말 내 사람 이다 싶었나 봐요 ,2
만난 지 얼마 안 됐는데 키스 함 ,서로 의 의사 가 존중 된 것 이 라면 괜찮지만 사귀고 난 후 가 좋겠어요 ,2
만난 지 이틀 만에 고백 받았어,이른 고백 이지만 고민 해보세요 ,2
많이 늦은 시간 인데 연락 해봐도 괜찮을까 ?,최대한 예의 를 갖춰서 연락 해보세요 ,2
많이 만났는데 아직도 왜 모르지 ?,상대방 은 당신 의 마음 을 읽을 수 없어요 ,2
많이 좋아하던 전남친 이랑 다시 사겨도 될까 ?,좋아하면 다시 사겨야죠 ,2
많이 좋아하던 전여친 에게 연락 해도 될까 ?,연락 은 자유 지만 후회 는 할 수도 있어요 ,2
많이 좋아했는데 이 젠 끝내야겠지 ,추억 으로 남기는 것 도 좋은 선택 일 거 예요 ,2
많이 좋아했었는데 이 젠 정리 하려고 ,추억 으로 남기는 것 도 좋은 선택 일 거 예요 ,2
말 없이 찾아가는건 예의 가 아니겠지 ,그건 좀 아닌 듯 합니다 ,2
말수 적은 남자 인데 썸 타도 괜찮을까 ?,은근 매력 남일 거 같은데요 ,2
말 을 안 하는 연애,대화 가 중요한데요 ,2
말 이 안 예쁘게 나와,말 하기 전 에 생각 하고 말 하는 습관 을 길러 보세요 ,2
말 하는 거 귀여워,하트 뿅뿅 이네요 ,2
말 할 때 너무 떨려,잘 보이 고 싶은 마음 이 커서 그런 것 같아요 ,2
맘 정리 한 짝녀 한테 연락 하고 싶어요 ,짝사랑 하는 마음 을 정리 하는 건 쉽지 않죠 ,2
맘 정리 했는데 짝녀 한테 연락 오는데 ,다시 흔들리겠어요 ,2
맛있는 거 먹는데 생각나는 사람,그게 진짜 사랑 이네 요 ,2
맞지 않더라도 대화 로 잘맞아 갈수 있을까 ?,서로 배려 하면 가능하죠 ,2
맞추려고 노력 하는데 힘들어,나와 다를 수 있 음 을 인정 하고 그 모습 마저 사랑 해주세요 ,2
맞춤 정장 했어,오래오래 입으세요 ,2
매년 좋아하는 애가 바뀌었는데 어떡하죠 ,마음 에 솔직한 거 예요 ,2
매일 아침 정류장 에서 마주치는 남자 애가 신경 쓰여 ,내일 도 만난다면 말 을 걸어 보세요 ,2
매일 아침 정류장 에서 마주치는 여자애 한테 눈 이 가 ,내일 도 만난다면 말 을 걸어 보세요 ,2
매일 아침 정류장 에서 마주 하는 그녀,아침 에 두근거리겠어요 ,2
매일 아침 정류장 에서 보게 되는 그,아침 에 두근거리겠어요 ,2
매일 카페 에서 그 의 뒷모습 만 보게 돼 ,이제 앞 모습 을 보세요 ,2
매일 카페 에서 보게 되는 그녀 가 눈 에 밟혀 ,내일 도 만난다면 데이트 신청 해보세요 ,2
매 일 매일 사랑 해,표현 하는 게 좋죠 ,2
매주 수요일 그녀 를 만날 수 있어 ,삶 의 활력소 가 되겠네요 ,2
매주 수요일 그 를 만날 수 있어 ,삶 의 활력소 가 되겠네요 ,2
매주 월요일 그녀 를 볼 수 있어 ,기다리면서 행복하겠네요 ,2
매주 월요일 그 를 볼 수 있어 ,일주일 이 즐겁겠어요 ,2
매주 화요일 그녀 는 마주 할 수 있어 ,즐거운 날 이 되겠네요 ,2
매주 화요일 그 를 볼 수 있어 ,이 날 만 기다리겠어요 ,2
맨날 썸 만 타고 깨짐 ,제대로 된 표현 을 했는지 생각 해보세요 ,2
맨날 짝사랑 만 하다가 끝났는데 연애 할 수 있을까 ?,언젠가 진정한 사랑 이 나타날 거 예요 ,2
머릿속 에 너 만 가득해,그 사람 을 정말 좋아하나 봐요 ,2
먹는거에 너무 예민한 여자친구 가 고민 임 ,먹는 거 에 예민하면 애정 결핍 이 많 대요  더 사랑 해주세요 ,2
먼저 고백 하는 게 좋을까,고백 하는 게 좋지만 슬쩍 호감 을 표현 해보세요 ,2
먼저 연락 안 오면 끝 인가,먼저 연락 안 오면 먼저 연락 해보세요 ,2
먼저 연락 이 자주 오면 썸 인가요,호감 을 표현 해보세요 ,2
먼저 인사 하려고 했는데 짝남 이 먼저 인사 해줬어 ,더 떨렸겠어요 ,2
먼저 인사 할까 했는데 짝녀 가 먼저 인사 해줬어 ,기분 좋았겠네요 ,2
메리 지 블루 인가 봐,서로 에게 의지 해보세요 ,2
명품 선물 꼭 해야 할까 ?,명품 마음 이어도 충분해요 ,2
몇 년 만에 썸 타는 거 라 어떻게 연락 을 해야 할지 모르겠어,그럴 수 있어요  안부 인사 나 관심사 로 시작 하는 건 어떨까 요 ?,2
몇 년 후 만날 수 있을까 ?,우연히 만날 수 있겠죠 ,2
몇 년 을 좋아했는데도 관계 가 달라진게 없어 ,발전 적 인 관계 가 아니라면 정리 가 필요한 시기 네 요 ,2
몇 달 을 좋아했는데 달라진게 없어요 ,발전 적 인 관계 가 아니라면 정리 가 필요한 시기 네 요 ,2
몇 일 정도 썸타 ?,정해져 있지는 않지만 길지 않은게 서로 에게 좋을 거 예요 ,2
모닝콜 해달라고 하는대 좋아하는 걸까 ?,확실하지 않지만 호감 이 있을 수도 있겠네요 ,2
모든 걸 다 주 니까 떠난다는 그 남자,잘해준 게 독 이 되었을 수도 있어요 ,2
모르는 사람 인데 첫 눈 에 반했어 ,외모 나 분위기 가 이상형 이었나 봐요 ,2
모르는 사이 에 좋아하는 티 내는 법 알려주세요 ,사소한 걸 기억 해서 말 을 걸어 보세요 ,2
모르는 애 랑 썸 타는 꿈 꿨어,그 사람 을 무의식 중 에 생각 했나 봅니다 ,2
모 쏠 남자 와의 썸,모 쏠 여부 가 큰 걸림 돌이 되지 않을 거 예요 ,2
모 쏠 여자 와의 썸,모 쏠 도 사랑 합니다 ,2
모 쏠 인 사람 만나면 답답할까 ?,서툴러도 괜찮아요 ,2
모임 에서 썸 깨졌는데,같은 모임이라면 안 나가는 게 좋을 것 같네요 ,2
모태솔로 라 잘 모르겠어 도와줘,모르는 게 당연해요 ,2
모태솔로 인데 어떻게 시작 해 ?,우선 부딪혀 봅시다 ,2
목적 있는 만남 이라는 걸 알 게 됐어,상처 받으셨겠어요 ,2
몰두할 때 는 연락 안 되는 사람 어때 ?,걱정 하니 연락 해달라고 부 탁하거나 믿음 이 있다면 기다려줄 것 같아요 ,2
몰래 동거 하고 있어,허락 을 맡고 당당하게 하는 게 좋을 것 같아요 ,2
못 생긴 남자 를 좋아하는 여자 가 있을지 ,외모 가 중요한 시대 는 끝났어요 ,2
못 생긴 여자 를 좋아하는 남자 가 있을까 ?,외모 만 중요한 시대 는 끝났습니다 ,2
무슨 생각 하고 있을까 ?,직접 물어보는게 정확할 거 예요 ,2
무언가 에 집중 하는 남자 가 좋아,매력 적 인 사람 이지 요 ,2
무조건 나 한테 다 맞춰주는 남자친구 변하면 어떡하지 ?,변하는 걸 걱정 하면 아무 것 도 못 해요 ,2
뭐 보고 결혼 결심 해 ?,세상 그 누구 보다 잘 해줘서요 ,2
뭐라고 말 하면서 고백 할까,솔직한 마음 을 전 해보세요 ,2
뭐 하냐고 계속 물어보면 좋아하는 거야 ?,궁금하니까 그럴 가능성 이 높겠죠 ,2
뭘 챙겨주면 좋을까,직접 물어보는 게 좋을 것 같아요 ,2
미래 를 함께 할 반려자 인지 확신 이 아직 없어,확신 이 들 때 까지 기다려 보세요 ,2
미련 남은거랑 좋아하는 거 랑 뭐 가 다름 ?,구분 짓기 어려운 것 같아요 ,2
미팅 할까 말까,만남 은 다 좋죠 ,2
미팅 에서 번호 딴 애가 좋은데 뭐라고 연락 을 할까 ?,잘 들어갔는지 가볍게 물어보면서 다음 약속 을 잡아 보세요 ,2
밀당 어떻게 해 ?,바쁘면 자연 스럽게 됩니다 ,2
밀당 은 어떻게 해 ?,자신 이 바쁘면 자연 스럽게 밀당 이 됩니다 ,2
바람기 가 있는 남자친구 어떡해 ?,한 번 이 어렵지 두 번은 쉽습니다 ,2
바 래 다달라고 말 해볼까 ?,귀엽게 부탁 해보세요 ,2
박력 있는 남자 가 좋아,당신 을 이끌어주는 남자 를 만날 수 있을 거 예요 ,2
반 동거 중 인 여자친구 가 나갔으면 좋겠어 ,자신 의 공간 이 필요하다고 말 해보세요 ,2
발 맞춰 걷는 게 좋더라,당신 은 군대 가 체질 에 맞는거 같아요 ,2
발라드 추천 좀  좋아하는 여자애 한테 잘 보이 고 싶음 ,인기 차트 를 찾아보는 걸 추천 해요 ,2
발렌타인데이 에 고백 할까 요 ?,선물 을 주면서 솔직하고 당당하게 고백 해보세요 ,2
밝은 사람 만나고 싶어,그런 사람 만나길 바랄게요 ,2
밤새 그리워서 편지 썼어,받으면 참 좋을 것 같아요 ,2
밤 인데 전화해도 되나,양해 를 구 해보세요 ,2
배려 없는 사람 어떡해 ?,안 만나는 게 마음 이 편할 거 예요 ,2
배려 있는 사람 이 좋은데,그런 사람 만나세요 ,2
배려 가 너무 없어,아닌 건 아니라고 말 하세요 ,2
배우자 가 생긴다는 것,든든할 거 예요 ,2
배우자 라고 하니까 이상해,익숙해져야죠 ,2
벌써 가족 같아,가족 이 될 사람 이라서 그럴지도 모르겠어요 ,2
변하지 않는 사람 도 있겠지 ?,드물지만 있을거예요 ,2
별로 인 거 알면서도 좋아하는 내 가 이상해 ,확실하게 안좋은 점 이 있다면 얼른 맘 을 접는게 좋아요 ,2
보통 썸이면 밀당 해 ?,그렇 기도 하지요 ,2
보통 좋아하는 애 생기 면 먼저 연락 해 ?,대부분 은 먼저 연락 하 곤 해 요 ,2
보통 좋아하면 먼저 연락 하나 ?,보통 그렇죠 ,2
본능 적 인 끌림,운명 적이네요 ,2
본인 을 좋아하는게 확실한 여자 와 친구 가 될 수 있어 ?,그 사람 을 위 해서는 그러면 안 돼요 ,2
봄 오 니까 나도 썸 타고 싶어 ,썸 타기 좋은 계절 이에요 ,2
봄 타나 봄 ,봄 은 두근두근 하죠 ,2
봄 타나 봄 ,사랑 하기 좋은 계절 이 죠 ,2
봄 타나 봐,사랑 이 하고 싶어졌나 봐요 ,2
부모님 반대 설득 하고 싶어,자식 이기는 부모 없을 거 예요 ,2
부모님 반대 가 너무 심해,부모님 도 당사자 도 상처 받겠네요 ,2
부모님 께 보여 드리고 싶은 사람 있어,사랑 하는 사람인 가봐요 ,2
부모님 이 결혼 자금 안 보태 주신 대,부모님 노후 자금 도 생각 해야겠죠 ,2
부모님 이 이혼 하려는 거 같은데 나 는 어떻게 하지 ?,부모님 만의 사정 이 있을거예요  이해 하려고 노력 해보세요 ,2
부모님 이 이혼 할 거 같아,부모님 만의 사정 이 있을거예요  이해 하려고 노력 해보세요 ,2
부부싸움 은 칼 로 물 베기라 더니,다시 화합 했나 봐요 ,2
분명 짝남 정리 해야지 마음 먹었는데 이상하지 ,또 마주 하면 반갑고 애틋하게 되죠 ,2
불타 올랐다가 식었어,연애 내내 불타오를 수 는 없어요 ,2
불타 올랐다가 식었어,연애 는 계속 불타 오르지는 않아요 ,2
비 가 오 니까 짝사랑 하는 사람 더 생각나 ,비 오는 날 추억 이 많은 가봐요 ,2
비밀 로 했는데 들켜서 오해 하고 있어,오해 할만 한 일이 생겼을 때 는 솔직하게 이야기 하고 풀어 보세요 ,2
비혼 주의자 인데 만나도 될까 ?,결혼 하지 않고 살 수 있을지 생각 해보세요 ,2
빨리 찾아온 사랑,인생 은 타이밍 이에요 ,2
빼빼로 데이 인데 썸남 한테 만들어줄까 그냥 살까 ?,정성 이 담긴 것 을 더 좋아할 거 예요 ,2
빼빼로 만들어주는 거 좋아할까 ?,정성 이 담긴 것 이니 좋아할 거 예요 ,2
빼빼로데이 에 고백 할까 요 ?,선물 을 주면서 솔직하고 당당하게 고백 해보세요 ,2
뽑은 인형 짝녀 에게 주면 좋아할까 ?,좋아하는 마음 과 상관없이 좋아할 거 예요 ,2
사귀고 나서 외모 에 신경 을 너무 안 써,격식 있는 자리 에 같이 가보세요 ,2
사귀고 나서 트레이닝복 만 입어,다른 옷 을 선물 해보세요 ,2
사귀고 나서 화장 을 안 해,강요 할 수 는 없지만 가끔 부탁 해보세요 ,2
사귀고 나서 환 장이 깨졌어,환 장 을 갖지 말고 현실 을 바라보세요 ,2
사귀기로 했는데 존댓말 계속 써도 돼 ?,존댓말 쓰면 덜 싸운 대요 ,2
사귀는 사이 인데  야  라고 해  기분 나쁜데 어떡해 ?,그건 좀 아닌 거 같다고 바로 말 하세요 ,2
사귀던 사람 이 갑자기 연락 이 안 돼,걱정 이 많이 되겠네요 ,2
사귀던 사람 이 잠수 탔어,너무 걱정 하지 마세요  조금 더 기다려 보세요 ,2
사귀면 끝일 줄 알았는데,사랑 에서 가장 어려운 게 사랑 을 계속 유지 하는 거 예요 ,2
사귀면 좋을까,안 사귀는 것 보다 좋지요 ,2
사귀면서도 좋아하는 감정 을 잘 못 느끼는데 문제 있는 건가 요 ?,정말 사랑 하는 사람 을 만나면 다를거예요 ,2
사귀자는 말 아니면 썸 인가,말 안 하고 사귀는 경우 도 있습니다 ,2
사귀자는 말 아니면 썸 인가,사 귀 자고 말 하고 썸 을 끝내 보세요 ,2
사귄지 얼마 안 됐는데 스킨십 하려고해,자신 의 속도 에 맞추세요 ,2
사귄지 한 달 됐어,한창 달달 할 때 네 요 ,2
사내 썸 뭔가 떨린다 ,저 도 떨리네요 ,2
사내 연애 비추하나요 ?,상황 마다 다를 것 같아요 ,2
사내 에 좋아하는 여자 분 이 생겼는데 조심해야겠지 ,아무래도 서로 에게 해 가 될 수 있으니까 요 ,2
사내연애 비밀 로 해야겠지 ?,직장 과 서로 를 위해 그게 좋겠죠 ,2
사 내 커플 인데 비밀연애 임  답답해 ,비밀연애 가 말 도 못 하고 힘들죠 ,2
사 내 커플 인데 비밀연애 하 니까 더 떨려 ,스릴 있죠 ,2
사람 들 은 내 가 그 남자 를 좋아하는 거 라는 데 난 이해 가 안 가 ,직접 두 분 이 서 대화 를 나누는게 필요하겠어요 ,2
사람 은 다른데 연애 는 비슷해,자신 이 변하지 않았기 때문 이 겠죠 ,2
사랑 경험 이 없어,지금 부터 해보면 돼요 ,2
사랑 고민,무엇 이든 말 해보세요 ,2
사랑 글 로 배워요,글 로라 도 배우세요 ,2
사랑 끝난 거 같은데 잡아도 될까 ?,잡는다고 마음 이 돌아서지 않을 거 예요 ,2
사랑 끝난 거 같은데 잡으면 돌아올까 ?,끝난 건 잡 을 수 없어요 ,2
사랑 때문 에 죽고 싶어,죽고 싶은 만큼 사랑 하는 그 사람 에게 당신 의 모든 걸 걸어 보세요 ,2
사랑 명언 알려줘,사랑 은 서로 를 마주 보는 게 아니라 서로 같은 방향 을 바라보는 것 이다 - 생텍쥐베리,2
사랑 못 받는 느낌 에 우울해,솔직하게 대화 해보세요 ,2
사랑 받는 걸 알려 준 사람,그 사람 잡으세요 ,2
사랑 받는 느낌 을 못 받아,진심 으로 사랑 해주는 사람 만나세요 ,2
사랑 받는 느낌 이 없어,그 는 당신 에게 반하지 않았어요 ,2
사랑 별거 없네,별거 없다가도 전부 가 되는게 사랑 이에요,2
사랑 앞 에서 죄인 이 돼,사랑 하는 건 죄 가 아니에요 ,2
사랑 없는 삶은 불행할까 ?,삶 곳곳 에 사랑 이 숨 쉬 고 있어요 ,2
사랑 존재 하기는 해 ?,믿는 사람 의 마음 에 달려 있겠죠 ,2
사랑 지키는 방법,자신 과 서로 를 존중 하고 마음 을 표현 해보세요 ,2
사랑 표현 에 서툴러,서툴러도 괜찮아요 ,2
사랑 힘들다,상대방 도 좋지만 나를 먼저 사랑 해주세요 ,2
사랑 과 우정 사이,한 끗 차이 ,2
사랑 꾼,부러워요 ,2
사랑 꾼 인 거 같아,다정다감한 가봐요 ,2
사랑 때문 에 많이 아파,애절한 만큼 상대방 도 당신 의 아픔 을 느낄거예요 ,2
사랑 만 보고 하는 결혼 ? 사랑 없는 결혼 ?,사랑 만 보고 하지도 않고 사랑 없이 하지도 않아요 ,2
사랑 만으로 안되는 게 많을까요 ?,사랑 이 전부 는 아니에요 ,2
사랑받고 있지 않은 거 같다,자신 을 더 많이 사랑 해주세요 ,2
사랑받고싶어,먼저 사랑 한다고 말 해보세요 ,2
사랑받는 방법,사랑 하면 돼요 ,2
사랑받는 행복 을 알 게 해준 너,그 사람과 잘 만나 보세요 ,2
사랑 보다 조건 을 보고 결혼 해야 할까 ?,자신 에게 더 중요한 게 무엇 인지 질문 해보세요 ,2
사랑 보다 중요한 것 이 있을까 ?,굳이 있다면 신뢰 와 믿음 정도 가 있을 것 같아요 ,2
사랑스러운 눈빛,사랑 받는다는 느낌 팍팍 받았겠네요 ,2
사랑 싸움 그만하고 싶어,자존심 을 세우지 마세요 ,2
사랑 없이 결혼 가능해 ?,나이 가 들고 그렇게 하기도 하는데 살면서 생기는 정 으로 사는 듯 합니다 ,2
사랑 없이 결혼 한 케이스 있어 ?,사람 에 따라 다르겠지만 있을 것 같네요 ,2
사랑 에 빠지고 싶다,이 것 저 것 생각 하지말고 마음 가는 사람 에게 다가 가보세요 ,2
